action_type,step,expected_utility
ActionType.TRANSFER,460,1293.6374765333424
ActionType.TRANSFER,461,1286.1899965782854
ActionType.TRANSFER,462,1299.2669598211842
ActionType.TRANSFER,463,1291.7699968592246
ActionType.TRANSFER,464,1304.8962664415253
ActionType.TRANSFER,465,1297.3499971171511
ActionType.TRANSFER,466,1310.5254032602172
ActionType.TRANSFER,467,1302.9299973539453
ActionType.TRANSFER,468,1316.1543768810416
ActionType.TRANSFER,469,1308.5099975713347
ActionType.TRANSFER,470,1321.7831936554726
ActionType.TRANSFER,471,1314.089997770904
ActionType.TRANSFER,472,1327.4118596920862
ActionType.TRANSFER,473,1319.6699979541113
ActionType.TRANSFER,474,1333.0403808656367
ActionType.TRANSFER,475,1325.2499981222948
ActionType.TRANSFER,476,1338.668762825796
ActionType.TRANSFER,477,1330.829998276683
ActionType.TRANSFER,478,1344.2970110055846
ActionType.TRANSFER,479,1336.4099984184054
ActionType.TRANSFER,480,1349.9251306294932
ActionType.TRANSFER,481,1341.989998548498
ActionType.TRANSFER,482,1355.5531267213112
ActionType.TRANSFER,483,1347.569998667913
ActionType.TRANSFER,484,1361.1810041116678
ActionType.TRANSFER,485,1353.1499987775246
ActionType.TRANSFER,486,1366.808767445303
ActionType.TRANSFER,487,1358.7299988781363
ActionType.TRANSFER,488,1372.4364211880666
ActionType.TRANSFER,489,1364.3099989704847
ActionType.TRANSFER,490,1378.0639696336675
ActionType.TRANSFER,491,1369.8899990552472
ActionType.TRANSFER,492,1383.6914169101728
ActionType.TRANSFER,493,1375.4699991330451
ActionType.TRANSFER,494,1389.3187669862675
ActionType.TRANSFER,495,1381.0499992044502
ActionType.TRANSFER,496,1394.946023677287
ActionType.TRANSFER,497,1386.629999269986
ActionType.TRANSFER,498,1400.5731906510257
ActionType.TRANSFER,499,1392.2099993301338
ActionType.TRANSFER,500,1406.2002714333319
