action_type,step,expected_utility
ActionType.TRANSFER,318,1073.25
ActionType.TRANSFER,319,1119.6882250290087
ActionType.TRANSFER,320,1094.4000000000033
ActionType.TRANSFER,321,982.2599999999935
ActionType.TRANSFER,322,1130.218434598011
ActionType.TRANSFER,323,1090.1249999999834
ActionType.TRANSFER,324,1122.6599999993282
ActionType.TRANSFER,325,1082.2499999999966
ActionType.TRANSFER,326,1144.2586762269846
ActionType.TRANSFER,327,1103.625
ActionType.TRANSFER,328,1136.5199999995396
ActionType.TRANSFER,329,1080.76500000001
ActionType.TRANSFER,330,1143.4499999996142
ActionType.TRANSFER,331,1087.3350000000103
ActionType.TRANSFER,332,1150.379999999677
ActionType.TRANSFER,333,884.1149999999966
ActionType.TRANSFER,334,1127.25
ActionType.TRANSFER,335,1175.8490927038135
ActionType.TRANSFER,336,1149.1200000000035
ActionType.TRANSFER,337,1091.8799999999896
ActionType.TRANSFER,338,1186.3792001833383
ActionType.TRANSFER,339,1159.3799999999862
ActionType.TRANSFER,340,1116.8999999999755
ActionType.TRANSFER,341,1181.5649999998388
ActionType.TRANSFER,342,1154.2499999999825
ActionType.TRANSFER,343,1203.9293518875943
ActionType.TRANSFER,344,1176.4800000000037
ActionType.TRANSFER,345,1055.699999999993
ActionType.TRANSFER,346,1214.4594287821021
ActionType.TRANSFER,347,1171.1249999999823
ActionType.TRANSFER,348,1205.8199999998897
ActionType.TRANSFER,349,1162.1699999999787
ActionType.TRANSFER,350,1196.9999999999857
ActionType.TRANSFER,351,1153.034999999993
ActionType.TRANSFER,352,1219.6799999999312
ActionType.TRANSFER,353,1191.3749999999818
ActionType.TRANSFER,354,1067.3099999999893
ActionType.TRANSFER,355,1214.0999999999854
ActionType.TRANSFER,356,1249.5596252507648
ActionType.TRANSFER,357,1204.8749999999818
ActionType.TRANSFER,358,1143.8099999999854
ActionType.TRANSFER,359,1260.0896698169745
ActionType.TRANSFER,360,1231.1999999999853
ActionType.TRANSFER,361,1185.8849999999927
ActionType.TRANSFER,362,1254.3299999999647
ActionType.TRANSFER,363,1225.125
ActionType.TRANSFER,364,1277.6397326721158
ActionType.TRANSFER,365,1248.2999999999852
ActionType.TRANSFER,366,1152.9
ActionType.TRANSFER,367,1288.1697645067275
ActionType.TRANSFER,368,1258.5600000000038
ActionType.TRANSFER,369,1195.5600000000077
ActionType.TRANSFER,370,1298.6997925641867
ActionType.TRANSFER,371,1268.819999999985
ActionType.TRANSFER,372,1222.0199999999925
ActionType.TRANSFER,373,1292.4449999999795
ActionType.TRANSFER,374,1262.249999999981
ActionType.TRANSFER,375,1316.249832121153
ActionType.TRANSFER,376,1285.9199999999848
ActionType.TRANSFER,377,1170.5849999999768
ActionType.TRANSFER,378,1275.7498578339064
ActionType.TRANSFER,379,1313.2347201938958
ActionType.TRANSFER,380,1324.5528728217596
ActionType.TRANSFER,381,1294.4473739671134
ActionType.TRANSFER,382,1331.5550313963054
ActionType.TRANSFER,383,1326.4425727437163
ActionType.TRANSFER,384,1295.9999999804788
ActionType.TRANSFER,385,1333.3980112230129
ActionType.TRANSFORM,386,1354.2373816982354
ActionType.TRANSFORM,387,1375.1668275784236
ActionType.TRANSFORM,388,1387.4601789096807
ActionType.TRANSFER,389,1399.79835025864
ActionType.TRANSFER,390,1368.8999111049736
ActionType.TRANSFER,391,1407.021860783502
ActionType.TRANSFORM,392,1428.2661921223037
ActionType.TRANSFER,393,1396.5664895841142
ActionType.TRANSFER,394,1346.962738588597
ActionType.TRANSFER,395,1421.466277870823
ActionType.TRANSFER,396,1389.4499042844511
ActionType.TRANSFER,397,1446.5456937070558
ActionType.TRANSFER,398,1414.3935969574998
ActionType.TRANSFER,399,1346.6249999999798
ActionType.TRANSFER,400,1421.5230482769398
ActionType.TRANSFER,401,1461.1655992871765
ActionType.TRANSFER,402,1410.5675487981161
ActionType.TRANSFER,403,1450.3451423680376
ActionType.TRANSFER,404,1399.430872181342
ActionType.TRANSFER,405,1475.78248312599
ActionType.TRANSFER,406,1442.9070120712856
ActionType.TRANSFER,407,1373.625
ActionType.TRANSFER,408,1450.0336277137942
ActionType.TRANSFER,409,1490.3965696765927
ActionType.TRANSFER,410,1457.549961517876
ActionType.TRANSFER,411,1497.702629638728
ActionType.TRANSFORM,412,1519.8906776484057
ActionType.TRANSFORM,413,1542.1687617148398
ActionType.TRANSFORM,414,1555.2241593432575
ActionType.TRANSFER,415,1522.0124679125925
ActionType.TRANSFER,416,1562.7541562297167
ActionType.TRANSFER,417,1557.1386116465346
ActionType.TRANSFER,418,1523.2691190054531
ActionType.TRANSFER,419,1583.1271405857458
ActionType.TRANSFER,420,1549.4685145660192
ActionType.TRANSFER,421,1562.6356359166673
ActionType.TRANSFER,422,1557.179976041974
ActionType.TRANSFER,423,1570.1843321004228
ActionType.TRANSFER,424,1535.8241832497108
ActionType.TRANSFER,425,1596.783382007939
ActionType.TRANSFER,426,1562.2861133412182
ActionType.TRANSFER,427,1489.2247395279462
ActionType.TRANSFER,428,1608.1640685143516
ActionType.TRANSFER,429,1573.393132951317
ActionType.TRANSFER,430,1519.1131295150174
ActionType.TRANSFER,431,1600.168034508426
ActionType.TRANSFER,432,1565.0782280060478
